大項目,,収支,2023年7月,2023年8月,2023年9月,2023年10月,2023年11月,2023年12月,2024年1月,2024年2月,2024年3月,2024年4月,2024年5月,2024年6月,2024年7月,2024年8月,2024年9月,2024年9月,2024年9月,2024年9月,2024年9月,2024年9月,2024年9月,2024年10月,2024年11月,2024年12月,2025年１月,2025年２月,2025年２月,,,前月比,2024年3月_分析コメント,,,,,,,,,
,,"センサーズFB広告
バックエンドのCPO",,,,,"113,751","106,530","115,827","152,759",0,,,,,,,,,,,,,,"379,845 ","406,000 ","234,989 ","304,405 ","406,000 ","406,000 ","406,000 ","69,416 ",,,,,,,,,,
,,"センサーズFB広告からの
デザジュクの成約数",,,,,3件 ,4件 ,6件 ,0件 ,0件 ,,,,,,,,,,,,,,5件 ,1件 ,2件 ,5件 ,0件 ,0件 ,0件 ,3件 ,,,,,,,,,,
,,センサーズX広告費,,,,,,,"¥599,544","¥67,975","¥126,602",,,,,,,,,,,,,,"683,628 ","43,896 ",0 ,0 ,"683,628 ","683,628 ","683,628 ",0 ,,,,,,,,,,
,,"センサーズX広告からの
バックエンドの成約数",,,,,,,3,0,0,,,,,,,,,,,,,,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,,,,,,,,,,
,,"センサーズX広告
バックエンドのCPO",,,,,,,"¥199,848",0,0,,,,,,,,,,,,,,,,0 ,0 ,,,,,,,,,,,,,,
,,"センサーズX広告からの
デザジュクの成約数",,,,,,,1,0,0,,,,,,,,,,,,,,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,,,,,,,,,,
,,AIカレッジFB広告費,,,,,0,"¥9,508,755","10,999,926 ","7,909,825 ","10,635,997 ",,,,,,,,,,,,,,"21,261,699 ","18,770,446 ","21,653,922 ","28,581,136 ","21,261,699 ","21,261,699 ","21,261,699 ","6,927,214 ",,,,,,,,,,
,,"AIカレッジFB広告からの
バックエンドの成約数",,,,,0,117,115,53件 ,65件 ,,,,,,,,,,,,,,58件 ,71件 ,94件 ,93件 ,58件 ,58件 ,58件 ,▲1件,,,,,,,,,,
,,"AIカレッジFB広告
バックエンドのCPO",,,,,0,"¥81,271","¥95,652","¥149,242","¥163,630",,,,,,,,,,,,,,"366,581 ","264,372 ","230,361 ","307,324 ","366,581 ","366,581 ","366,581 ","76,963 ",,,,,,,,,,
,,"AIカレッジFB広告からの
デザジュクの成約数",,,,,0,1,3,1,0,,,,,,,,,,,,,,2件 ,1件 ,2件 ,1件 ,0件 ,0件 ,0件 ,▲1件,,,,,,,,,,
,,センサーズTT広告費,,,,,,,,,,,,,,,,,,,,,,,,,,"3,055,623件 ",,,,,,,,,,,,,,
,,"センサーズTT広告からの
バックエンドの成約数",,,,,,,,,,,,,,,,,,,,,,,,,,24件 ,,,,,,,,,,,,,,
,,"センサーズTT広告
バックエンドのCPO",,,,,,,,,,,,,,,,,,,,,,,,,,"127,318件 ",,,,,,,,,,,,,,
,,"センサーズTT広告からの
デザジュクの成約数",,,,,,,,,,,,,,,,,,,,,,,,,,3件 ,,,,,,,,,,,,,,
,,デザジュクFB広告費,,,,,"449,746","¥701,425","¥352,140","¥202,791",¥0,,,,,,,,,,,,,,"1,443,673 ","2,017,972 ","2,410,518 ","2,426,695 ","1,443,673 ","1,443,673 ","1,443,673 ","16,177 ",,,,,,,,,,
,,"デザジュクFB広告からの
バックエンドの成約数",,,,,"1,590,445","¥2,047,265","¥2,334,671","¥2,963,666","¥3,338,858",,,,,,,,,,,,,,4件 ,3件 ,10件 ,8件 ,4件 ,4件 ,4件 ,▲2件,,,,,,,,,,
,,デザジュクFB広告のバックエンドのCPO,,,,,,,,19件 ,10件 ,,,,,,,,,,,,,,"360,918 ","672,657 ","241,052 ","303,337 ","360,918 ","360,918 ","360,918 ","62,285 ",,,,,,,,,,
,,デザジュクFB広告のデザジュク成約件数,,,,,,,,,,,,,,,,,,,,,,,2件 ,6件 ,6件 ,11件 ,6件 ,6件 ,6件 ,5件 ,,,,,,,,,,
,,,,,,,OK,OK,OK,OK,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
